Model,Souce,Comment,dependable,attractive styling,safe,drive comfort,prestigious,fuel efficient,affordable
Equinox,KBB,"Made this post on 11/10/2021.... Update to that post... my car is STILL in the shop. Today is 12/7/201. Tech just called back stating it was my transmission.  :(  Still not sure of why the blind spot keeps coming on when nothing is there. Totally wish i never got this car. 


We just purchased the 2022. Drove it off the lot with 30 miles on it. Two days after we drove it off the lot, we noticed the driver side blind spot light kept coming on when nothing was on the side of the car.. brought it to the dealership, and they said nothing was wrong with it, they drove it down the road, didn't see a light come on and they couldn't pull any codes. As soon as i drove it away the stupid light came on again, and still 2 months later coming on and off with no reason. Two nights ago i got off the interstate and the car started making this loud noise coming from the engine/trani. Never a noise that i have ever heard in my life. Had barley any power. I came to a stop light and went to go and it started bucking. I barley made it home. Tow truck had to come get it and it's now sitting at the dealership waiting to get looked at. The back seat is super super small. We have three kiddos and between the car seat for my 3 year old, our 12 year old, and 7 year old there is no room at all! My two older kids are having all they can do to not sit basically on top of each other. (maybe being a tad bit dramatic, but it's wicked small.) We also travel for hockey... 2 hockey bags in the back?... forget it. Only one is going to fit, unless you have someone in the back seat holding the second hockey bag so the back door shuts. You then can't see out your back window.. Hockey sticks... i don't know how we fit those in as well... someone is usually getting hit in the head with one. The side view mirrors are stupid small. The bucket seats are okay in the front... but if you're a little bigger like myself it can be uncomfortable with the back fat rolls. The auto head lights are nice, but they also go back and fourth from seeing a reflection off a stop sign/speed sign. The auto stop.... you can actually shut that off, which is really really nice!! The pull down sun shades.. SUPER SHORT and doesn't block out any sun off your face unless you're a tall person with your head almost touching the top of the car. The Bluetooth.. i have my phone connected as the main phone, but every time my son or husband gets in, it connects all three of ours? GPS... you can't use it unless you pay for OnStar or whatever it is.. My old car used to read my text messages for me when i'm driving.. this one does not... that really sucks. 12 gallon tank.. really sucks.",0,0,0,0,0,0,0
Sportage,KBB,"Door handles on exterior are made with the cheapest thin plastic. Cargo area has very thin plastic that if a can of paint rolls it will crack the cheap thin plastic. 
Never should have wasted my money on the exterior protection which is absolutely ridiculous with exclusions.  I do not advise anyone to purchase this exterior protection.  It’s COSTLY and the company of product doesn’t stand by product where I am concerned. Dealerships get a big kick back for selling.",0,0,0,0,0,0,0
Forester,Edmunds,"I've been driving since 1971 and this is my first SUV vehicle and the 2021 Subaru Forester in premium trim has that honor.  Delivered in October 2021 amid the chip shortage, we lucked out because the person above us on the wait list declined when the vehicle arrived and with our choice of Jasper Green and Premium trim being the one that arrived, how could we refuse.  So far our ""Suba"" has not let us down, able to carry anything we have asked it to, including 5 cat cages!  The engine to us has given good response and decent mileage, considering our home area is traffic congested Honolulu.  So I can only imagine when folks on the ""mainland"" drive from state to state, maybe thats when people will appreciate more power, but to me the 2.5 engine is just fine.  Love the LED headlights, you will never want to go back to halogen after this!  Love the moonroof, AC vents for the rear passengers and having the rear seats recline is a bonus and the safety systems are top notch, especially the blind spot monitoring and rear traffic alert which added a power lift gate.  Wife and I are very pleased with our first Subaru!",1,0,0,0,0,1,0
RAV4,Cars,"This is the 5th Toyota I have own. Toyota knows how to make a product that last, looks good, rides amazing, and will turn heads for years to come. I’ve own the RAV for just a few days but look forward to years of enjoyment and feel I’ll be able to hand it down to my 7 year old daughter in about 9 years.",1,1,0,1,0,0,0
Equinox,KBB,"Purchased with 5 miles on the car. Since the beginning I've  had 3 issues, electrical glitch with blindside warning coming on and not able to adjust the radio with the steering wheel controls.
The AWD warning for system issues. Finally the vehicle in the dealership for a month having the the axels replaced at 3K miles. GM doesn't care about the quality of their vehicles  or the inconvenience to their customers. I have bought 4 new GM products in 5 years and never will again.",0,0,0,0,0,0,0
CR-V,KBB,The added luxuries. The stereo is really loud/good,0,0,0,0,0,0,0
RAV4,KBB,Great gas mileage,0,0,0,0,0,1,0
Forester,Edmunds,"After 30 plus years driving Toyota vehicles I am a picky hard sell to change.  My dealership would not deal with me so I changed to Subaru with hopes of similar reliability.  My 2021 Forester limited has more options than a RAV4 limited and for over 3k less.  Standard AWD, comfortable ride and better mpg.  Just did a 300 mile weekend trip and the vehicle was great!  So far very happy with my first Subaru.
9/25/21 - not one issue with the new Forester.  Still rides quietly and solid with 3k miles.  I find the agile handling is confident and quick.  I like the eyesight auto cruise driving system to be very helpful for long drives.  In mostly city driving I’m averaging 24 mpg.  Great vehicle.
3/27/22
Odo reads 6k miles.  My Subie has been problem free.  Owning 3 previous Camrys I needed an suv that was comfortable and quiet.  The engine roars during hard starts but is still quieter than the RAV4.  Comfy drives and highway trips avg 31 mpg.",1,0,0,1,0,1,0
CR-V,Edmunds,"I got my crv in April. I have 6k miles on it, just got an oil change only 2 weeks ago. The check engine oil message is already on. I tried resetting inside the setting but it still occurs every 10 secs while driving. So annoying. I though Honda was supposed to be reliable. Oil issues with the 1.5T, think before buying or leasing this thing. I can’t wait to trade in with something else",0,0,0,0,0,0,0
Tucson,Edmunds,"I've had the Tuscon Value for about a month now. I love the amount of features it has (personal favorite: auto hold button and Blue Link service). The seats are nice and firm. Some people have criticized the cheap look and feel of the interior but think of this car as practical and functional rather than for luxury. The cargo space is great and Hyundai is very generous with its included accessories. The worst thing about the car is the mpg and lack of acceleration. I fill up on average a week and a half even though I don't drive it long distances. If you can overlook this, you won't regret your purchase.",0,0,0,0,0,0,0
RAV4,KBB,"Head room is low , no remote start",0,0,0,0,0,0,0
Forester,KBB,Radio is good. Gas economy far from advertised especially city driving. Outside features are very nice except the looks. Long and narrow. Not very stable on the road if compare to my Mazda CX-5.,0,0,0,0,0,0,0
Equinox,Cars,"Very nice suv with a very comfortable ride. It has a lot of features new to us but we are excited about them. We are also very impressed with the features of the blind spot, lane drifting and the headlights are so bright and automatically dim/bright.",0,0,1,1,0,0,0
CR-V,KBB,Update engine shutoff,0,0,0,0,0,0,0
CR-V,KBB,This car cannot be improved. It is perfect! I would buy another in a flash. Honda makes a GREAT vehicle.,1,0,0,0,0,0,0
Bronco Sport,Edmunds,"I owned the big bend for 4 months and just traded it in for a Subaru Forester. The front seats are not comfortable, no leg room on the back seat, lacy of cargo space, ride is noisy, inside is cheap plastic, hood rattles while driving, lack of power and smoothness, auto stop feature is anything but convenient and for the price (34k) it was bit worth it in my opinion which is why I ended up trading it in.",0,0,0,-1,0,0,0
CR-V,KBB,None,0,0,0,0,0,0,0
Escape,Cars,"Drove my 1st escape 170,000 miles with no issues. I just bought. 2021 Escape Titanium, fully equipped. A little bigger than my 2014. Better gas mileage. Very comfortable. Absolutely beautiful car.",0,1,0,1,0,0,0
Sportage,KBB,"Test drove the , CR-V, CX-9, VW Alltrack & Touareg , Tucson, Outback, Rouge, Escape & Rav4. The KIA Sportage SX was the best combination of quality, power and handling. This vehicle is just so fun to drive!
Interior fit and finish is as good as the Honda. The handling was on par with the VW Alltrack and acceleration beat the CX-5. The KIA came with some options not available on any of these (like cooled vented front seats) and priced (with all those options) at or better than the competition.
 
My biggest concern was the listed mileage numbers: City 20/Hwy 23/Comb 21 MPG with the 240Hp turbo.  But on my first vacation trip (about 550 miles) I averaged 30.5 MPG by just setting my cruise control at 77 mph and running in Eco mode. My highway numbers since then are still around 26-27 mpg on shorter trips.

Buying a KIA was not in my plans when I started my shopping process but all those test drives opened my eyes, KIA has really stepped up its game!",0,0,0,1,0,0,1
CX-5,Edmunds,We are ecstatic about our CX-5.  We color we chose is a red that looks like no other and white interior that makes it pop!  We love our new car and now huge Mazda fans!!!,0,0,0,0,0,0,0
RAV4,KBB,"low tow capacity, lack of interior color choices",0,0,0,0,0,0,0
CR-V,KBB,I bought my 2022 HRV white four wheel drive in September 2021. The only complaint I have is that whenever going over a bump is really noisy. Otherwise the car is easy to handle and I love everything else about the car. Just what I was looking for.,0,0,0,1,0,0,0
Tucson,KBB,"Wind noise, MPG",0,0,0,0,0,0,0
CR-V,KBB,Cabin sound level. Fuel economy not as advertized,0,0,0,0,0,0,0
Escape,KBB,Roomie and great on milage,0,0,0,0,0,0,0
Rogue,Edmunds,"Bought 2021 rogue only in May 2021. With only less than 1k miles, my car started to experience acceleration problems where you can go any faster than 40mph while RPM shoots up to 5-7. I recorded 2 incidents and showed to Nissan but all they say they found no code! This is really a threat to our safety and Nissan keeps on ignoring the issues. They don’t give a damn",0,0,0,0,0,0,0
RAV4,KBB,Fun to drive,0,0,0,0,0,0,0
Equinox,KBB,"I have the Equinox 1LT, sticker price 29,745 (approx).
  I am extremely happy with the driving of this vehicle, much better than expert reviews detail. MPG for my 1.5 front wheel drive is 31.7 over approx 3200 miles. Very satisfied with this. Plenty of power for me, I am not a speed demon and want good MPG vs Power. Excellent set up with the 2018 Equinox w/ 1.5 liter.
  Interior is very nice, drives great. I-phone connection works great. Could be a better GPS set up. 
  Recommend this vehicle for anyone looking for moderate priced, good looking, great driving, well built driving machine.
  My best to you.",0,0,0,0,0,0,0
Rogue,Cars,Excellent car fully loaded good on gas it has remote starter heated seats sunroof nice rims my phone was very easy to connect all leather interior.,0,1,0,0,0,1,0
Sportage,KBB,"Excellent leg and head room, I am 6' 3"" tall, Impressive acceleration. cruises effortlessly at high speed , very little wind noise and gets good gas mileage. Have not required 1 trip to the shop for any repair etc.",1,0,0,1,0,1,0
Bronco Sport,Edmunds,"Fun to drive - in town, on the freeway or the back roads.  Really a nice vehicle.",0,1,0,1,0,0,0
RAV4,KBB,Little bit underpowered for what it could be.,0,0,0,0,0,0,0
CR-V,KBB,great road car,0,0,0,0,0,0,0
CR-V,KBB,I bought my 2022 HRV white four wheel drive in September 2021. The only complaint I have is that whenever going over a bump is really noisy. Otherwise the car is easy to handle and I love everything else about the car. Just what I was looking for.,0,0,0,1,0,0,0
CX-5,KBB,The small exhaust tips,0,0,0,0,0,0,0
Rogue,KBB,"I love everything about my Rogue. It’s comfortable, looks great inside and out, handles great, and I haven’t had any issues so far. It’s a big improvement from the previous generation.  Interior quality is a lot better than the competitors I checked out and took for a test drive. Very satisfied.",1,1,0,1,0,0,0
CR-V,KBB,No ventilated seats,0,0,0,0,0,0,0
Rogue,Edmunds,Absolutely love this car! I used to hate any car to longer than 3 hours. No more! Drives like a dream and fantastic gas mileage. Love the Bose sound system that came with the premium package  and the super comfortable leather seats. It’s got great pick up for a 4 cylinder and we are definitely happy with the purchase. I highly recommend!,1,0,0,1,0,1,0
CR-V,KBB,Love this car…my second one…best bang for your buck. I’m not a big or tall guy and fit very comfortably in drivers seat.. I got the EX middle of the line model and the price was excellent and affordable…just have what I need and use daily…,1,1,0,1,0,0,1
CX-5,Edmunds,"I’m absolutely loving my cx-5, there are so many safety features and it’s purely luxury",0,1,0,0,0,0,0
CR-V,KBB,"Super peppy, 35-40 mpg",0,0,0,0,0,1,0
Escape,KBB,Vince Serna at Autonation Chevy in Coral Gables was great his service was great and the store was great,1,0,0,0,0,0,0
RAV4,KBB,"Sporty look ,quite, economy, comfort, power",0,0,0,0,0,0,0
RAV4,KBB,"We bought this beautiful 2021 Hybrid Limited Rav4. The next day... it didn't start! Called Roadside assistance, they jumped it, we took it to the dealership, they didn't find a problem. Two days later, the car didn't start, called roadside assistance, they jumped the car. Next day, the car didn't start, called roadside assistance and got it towed to the dealership. Within a week, we called roadside assistance 3 times. Needless to say, it is a beautiful car, but something is draining the battery. It is NOT a reliable car, please don't be fooled and lured into buying it. You don't want to be in our position right now, so that is why I am writing this. It is a horrible feeling to be stuck and stranded, even the keyfob wasn't working. No, it is not us forgetting to the shut the door, or keeping a light on. All the lights, radio, defroster everything is turned off before we shut the car off, but it is as if the car isn't shutting off?  We started videoing and recording this too as evidence. Toyota needs to read these reviews and take them seriously before consumers take actions towards them. They need to check the customers who have called for roadside assistance in the last few months and see the evidence there too and take action and do right by their customers versus waiting for them to take action first.",0,-1,0,0,0,0,0
CR-V,Cars,"The seats are all day comfortable and the handling is very stable and predictable. So far the gas mileage is meeting or exceeding the EPA numbers. We appreciate the lights in the cargo area, heated seats and steering wheel, interior storage spaces and wireless phone charger.",0,0,0,1,0,0,0
CR-V,KBB,Electrical... all of the electrical,0,0,0,0,0,0,0
RAV4,KBB,Reliability,0,0,0,0,0,0,0
Equinox,KBB,Showing 15 of 96 reviews.,0,0,0,0,0,0,0
Equinox,KBB,"Made this post on 11/10/2021.... Update to that post... my car is STILL in the shop. Today is 12/7/201. Tech just called back stating it was my transmission.  :(  Still not sure of why the blind spot keeps coming on when nothing is there. Totally wish i never got this car. 


We just purchased the 2022. Drove it off the lot with 30 miles on it. Two days after we drove it off the lot, we noticed the driver side blind spot light kept coming on when nothing was on the side of the car.. brought it to the dealership, and they said nothing was wrong with it, they drove it down the road, didn't see a light come on and they couldn't pull any codes. As soon as i drove it away the stupid light came on again, and still 2 months later coming on and off with no reason. Two nights ago i got off the interstate and the car started making this loud noise coming from the engine/trani. Never a noise that i have ever heard in my life. Had barley any power. I came to a stop light and went to go and it started bucking. I barley made it home. Tow truck had to come get it and it's now sitting at the dealership waiting to get looked at. The back seat is super super small. We have three kiddos and between the car seat for my 3 year old, our 12 year old, and 7 year old there is no room at all! My two older kids are having all they can do to not sit basically on top of each other. (maybe being a tad bit dramatic, but it's wicked small.) We also travel for hockey... 2 hockey bags in the back?... forget it. Only one is going to fit, unless you have someone in the back seat holding the second hockey bag so the back door shuts. You then can't see out your back window.. Hockey sticks... i don't know how we fit those in as well... someone is usually getting hit in the head with one. The side view mirrors are stupid small. The bucket seats are okay in the front... but if you're a little bigger like myself it can be uncomfortable with the back fat rolls. The auto head lights are nice, but they also go back and fourth from seeing a reflection off a stop sign/speed sign. The auto stop.... you can actually shut that off, which is really really nice!! The pull down sun shades.. SUPER SHORT and doesn't block out any sun off your face unless you're a tall person with your head almost touching the top of the car. The Bluetooth.. i have my phone connected as the main phone, but every time my son or husband gets in, it connects all three of ours? GPS... you can't use it unless you pay for OnStar or whatever it is.. My old car used to read my text messages for me when i'm driving.. this one does not... that really sucks. 12 gallon tank.. really sucks.",0,0,0,0,0,0,0
