Model,Souce,Comment
Equinox,Cars,Love it.   Great on gas and so comfortable.   My son already has one and now my daughter may buy one too.   We havent bought a new car since 2005 so very happythat we chose the Equinox.  Great choice and great value
Equinox,Cars,"My previous car was a Chevy Equinox, never had one problem with it, but it was time for a new one, so I chose to purchase a new one, a lot of nice features and a very beautiful SUV"
Equinox,Cars,This car is stylish and I'm enjoying my comfort in it. Very pleased with my purchase. The alert you get when you get close to the vehicle in front is great.
Equinox,Cars,This car has saved our lives more than once and now I get the newer version. I love it! It is smooth and quiet. The higher trim level (LT) is spacious and I love the chrome accents.
Equinox,Cars,This vehicle is perfect for my husband & me. I am able to get through a lot of snow when we’ve had snow. I have absolutely no problems getting to work everyday. I don’t slide around like I did when I had a front wheel drive vehicle. This is the 3rd Equinox we have driven.
Equinox,Cars,"For the brief time I have owned the 2021 Equinox(3 weeks) it has been good.  Gas mileage in 2wd is good and the battery is somewhat easily accessible.  Oil changes should be relatively simple as filter is easily accessed.  

  The ""advanced safety features"" are annoying more often than not and they will go off simply because a car in the opposite lane passes you.  As a result I have deactivated them all.

  Most can be permanently deactivated but the ""auto start/stop"" requires more effort to permanently deactivate.  Have yet found a way to remove the front camera to disable the most annoying safety features.   

The ""lane keep assist"" can be turned off but must be deactivated every time you start the vehicle, another reason I wish to remove the front camera entirely as I do not desire the subtle steering wheel impulses while driving on snow and ice.   

Overall the vehicle seems to have potential and if its reliability can match that of my 2004 Cavalier I will be very happy but I had the Cavalier for 15 and going so its a high mark I doubt the Equinox will reach."
Equinox,Cars,The car in the highest trim is well appointed with most creature comforts to make the car enjoyable to drive. I purchased it as a daily driver and to be towed by a Motorhomes.
Equinox,Cars,"The color and everything is just beautiful. Don't know why I never wanted a white car before!!!!!  Very smooth styling, makes me happy!  Husband now thinking of getting a match!"
Equinox,Cars,I absolutely love my new vehicle and would recommend it to all my friends and family members. It has a lot of room and is a beautiful color
Equinox,Cars,"Very nice suv with a very comfortable ride. It has a lot of features new to us but we are excited about them. We are also very impressed with the features of the blind spot, lane drifting and the headlights are so bright and automatically dim/bright."
Equinox,Cars,"This car is comfortable, has many luxurious features, and is very easy to drive.  All around, it is pretty much what we were looking for in a vehicle."
Equinox,Cars,This car checks all the boxes for me! I can haul things or just drive in comfort! It is a great car for hauling grandchildren or scrapbooking supplies!
Equinox,Cars,Car is very smooth doesn’t make any noise is the mpg is amazing overall drive super smooth I love that it has Apple CarPlay easy car to get into now with Blindspot good and sensors. I bought the LT trim level
Equinox,Cars,"This vehicle is great, It's not what I wanted to be in but with my situation, was all the dealership could get me. It is a smooth and nice ride and seeing 30 mpg is awesome."
Equinox,Cars,"Great vehicle! Lots of new safety features, great comfort, great performance. If there is any thing with I don,t know what it is. 100 percent satisfied."
Equinox,Cars,This is a good sized car for for seniors like me. It is easy to get in and out of and is easy to drive.
Escape,Cars,This car is sleek and stylish on the outside. The exterior hides a very roomy interior too. Every control is within easy reach and the interface wit Apple Car Play is easy.
Escape,Cars,"My car has a miss or jerk� at low mpr bad one.� Have taken it back to dealer 3 or 4 times, even left it there for them to drive a couple of days. They said ford was having problems with2021 escapes but there could not do anything until ford told them to .� This is my fourth escape and none of the others did this.� HELP"
Escape,Cars,"Beautiful car, very advanced safety features. a fantastic rear camera that I need because of some serious neck issues.� Just a wonderful car, I'm a long-time Ford owner."
Escape,Cars,We have had Escapes in the past and
Escape,Cars,For
Escape,Cars,The
Escape,Cars,Money they are one of
Escape,Cars,The reliable
Escape,Cars,�Are we
Escape,Cars,Have
Escape,Cars,Owned. And
Escape,Cars,With the 1.5 liter engine it will be economical too!
Escape,Cars,"Escape SE AWD, nice car! Surprisingly peppy for a 1.5L 3-banger, and when in Eco mode, fantastic gas mileage. I like the safety features, especially the blind-spot monitor and the backup camera. Ford has put a lot of attention to detail and everyone who has seen it find it very attractive."
Escape,Cars,
Escape,Cars,"Comfort is a tad under par for me, as I am not getting any younger."
Escape,Cars,
Escape,Cars,"It's been about 16 days since I bought it, and I keep reminding myself that I'm not in a dream."
Escape,Cars,
Escape,Cars,"I was very pleased by the dealer's service as a new customer and they fulfilled each of my needs, and then some. I got a full-coverage warranty for six years for great peace of mind."
